id,title,company,location,url,date_posted,date_scraped,description_snippet,source,job_type,duration,department,relevance_score,status
40a4d99ce76b9cd8,Stage trading dérivés : swaps et produits structurés de taux (f/m/d),HSBC,"Paris, A8, FR",https://fr.indeed.com/viewjob?jk=04e3abe50c364555,2026-04-23,2026-04-25T08:22:11.896237+00:00,"HSBC : notre mission est de créer un « **monde d’opportunités** ». Nous encourageons nos collaborateurs à partager leurs compétences et insuffler un changement positif pour la société. En outre, nous abordons nos activités à travers le prisme de l’inclusion et de l’accessibilité.  

HSBC en France r",indeed,internship,,,0.65,new
9d4c076ee950fc0a,Business Analyst - Trading,InvestEngine,"London, ENG, GB",https://uk.indeed.com/viewjob?jk=f39f3a3534689311,2026-04-24,2026-04-25T08:22:11.896263+00:00,"### **About InvestEngine**


InvestEngine is everything the modern investor should need. Unbeatable value, market\-leading automation, and built for easy, long\-term investing. We’ve built a strong foundation, have over £2\.5 billion invested, award\-winning service, and a passionate team, now we’re",indeed,internship,,,0.65,new
8b91b9fb734ed3ad,Business Analyst - Trading,InvestEngine,"London, England, UK",https://www.linkedin.com/jobs/view/4403764666,nan,2026-04-25T08:22:11.896272+00:00,nan,linkedin,internship,,,0.65,new
272e83d8dc76343d,Settlement Analyst - EV charging & Energy trading - London (hybrid) - £30-35k,EVEREC,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4406161906,nan,2026-04-25T08:22:11.896282+00:00,nan,linkedin,internship,,,0.65,new
4623c81f2575eb2c,Stage - Sales Development Representative (H/F),FAUME,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4405302350,2026-04-24,2026-04-25T08:22:11.896295+00:00,nan,linkedin,internship,,,0.65,new
f5fafd949fd37dd9,BERLUTI Stage - Assistant(e) Sales Merchandising Cuir F/H,Berluti,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4405691446,2026-04-23,2026-04-25T08:22:11.896306+00:00,nan,linkedin,internship,,,0.65,new
bfabf18cf997d82a,STAGE – SALES DEVELOPMENT REPRESENTATIVE (SDR),Wiztrust,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4405353296,nan,2026-04-25T08:22:11.896318+00:00,nan,linkedin,internship,,,0.65,new
596f01288bcd8433,AI Solutions Architect- Post-Sales,HiddenLayer,"London, ENG, GB",https://uk.indeed.com/viewjob?jk=0bd3395b4b30dcb8,2026-04-24,2026-04-25T08:22:11.896325+00:00,"AI SOLUTIONS ARCHITECT POST\-SALES



Remote \[within the US]


**ABOUT THE ROLE:**



We are seeking a motivated **Solutions Architect Post\-Sales** to join our customer success team, specializing in the AI security space. As a post\-sales Solutions Architect, you will be instrumental in ensuring t",indeed,internship,,,0.65,new
f6a1ea12bf03d311,AI Solutions Architect- Pre-sales (UK),HiddenLayer,"London, ENG, GB",https://uk.indeed.com/viewjob?jk=03c0dbcc063f2d39,2026-04-24,2026-04-25T08:22:11.896331+00:00,"**AI Solutions Architect\- Pre\-sales (UK)**



We are seeking a motivated AI Architect \- Pre\-sales to join our sales team, specializing in the AI security space. As an AI Architect\- Pre\-sales, you will be instrumental in driving the adoption of our innovative AI security solutions, working clos",indeed,internship,,,0.65,new
df16eaa40784c6c3,Sales Consultant - London,Queensmith,"London, England, UK",https://www.linkedin.com/jobs/view/4405350059,nan,2026-04-25T08:22:11.896342+00:00,nan,linkedin,internship,,,0.65,new
69301ab74c9b355a,Broker - NOK and Scandinavian Derivatives,FRANNIE,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4403748040,nan,2026-04-25T08:22:11.896360+00:00,nan,linkedin,internship,,,0.65,new
49c7e5fa25faec61,"Internship Global Sales Performance and Business Intelligence Internship start: September 2026, duration: 6 months",Lufthansa Cargo,"Frankfurt, Hesse, Germany",https://www.linkedin.com/jobs/view/4403772396,nan,2026-04-25T08:22:11.896383+00:00,nan,linkedin,internship,,,0.63,new
2da5a241094a62b0,Sales Intern Zurich,Leonteq Securities,"Zürich, ZH, CH",https://ch.indeed.com/viewjob?jk=83e94e4254c622c2,2026-04-24,2026-04-25T08:22:11.896390+00:00,"WHO WE ARE

  

Leonteq is a Swiss fintech company and a leading marketplace for structured investment solutions. Combining capital markets expertise with proprietary technology, the company provides access to a wide range of structured investment opportunities.  

Entrepreneurial thinking is centra",indeed,internship,,,0.6,new
1f0fecbef7f29ade,Business Analyst - Trading,InvestEngine,,https://www.linkedin.com/jobs/view/4403752951,nan,2026-04-25T08:22:11.896398+00:00,nan,linkedin,internship,,,0.55,new
1da14c4fe3458aba,Sales Representative - Peripheral Vascular Health (m/w/d),Medtronic,"Meerbusch, NW, DE",https://de.indeed.com/viewjob?jk=c8fc4e3a1983572a,2026-04-24,2026-04-25T08:22:11.896409+00:00,"At Medtronic you can begin a life\-long career of exploration and innovation, while helping champion healthcare access and equity for all. You’ll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world.


**A Day in the Life**
=====================

Wir biete",indeed,internship,,,0.55,new
31bdbae2f874f721,Sales Representative - Endoscopy (m/w/d),Medtronic,"Meerbusch, NW, DE",https://de.indeed.com/viewjob?jk=6254432a6b72d1e9,2026-04-24,2026-04-25T08:22:11.896415+00:00,"At Medtronic you can begin a life\-long career of exploration and innovation, while helping champion healthcare access and equity for all. You’ll lead with purpose, breaking down barriers to innovation in a more connected, compassionate world.


**A Day in the Life**
=====================

Wir biete",indeed,internship,,,0.55,new
1b238ed0a8fd075e,internship inside sales,VALLONE®,"Essen, North Rhine-Westphalia, Germany",https://www.linkedin.com/jobs/view/4406690987,nan,2026-04-25T08:22:11.896428+00:00,nan,linkedin,internship,,,0.55,new
b15bc408f126527e,Mandatory Internship in Sales working with BMW Automotive Customers,Bosch,"Leonberg, BW, DE",https://de.indeed.com/viewjob?jk=a557dceb4075378e,2026-04-09,2026-04-25T08:22:11.896442+00:00,"**Aufgaben**
------------


Become a part of our team selling innovative products, software, and service solutions in the automotive sector for our customer BMW. Contribute to delivering forward‑looking solutions in a dynamic, international environment and actively shape the future of automotive tec",indeed,internship,,,0.55,new
cf062a6c500aea01,Mandatory Internship in Sales Acquisition Management,Bosch,"Leonberg, BW, DE",https://de.indeed.com/viewjob?jk=f450449c08a5e133,2026-03-16,2026-04-25T08:22:11.896447+00:00,"**Aufgaben**
------------


Are you ready to kick\-start your career with an exhilarating opportunity to dive into the world of business acquisition? Look no further. We don't just win business – we thrive on it. As a vital member of our team, you'll be right at the heart of our success story.* Duri",indeed,internship,,,0.55,new
1a69766ac6a01aea,Internship | Internal Control Analyst | June - December 2026,AXA / France,"Paris, A8, FR",https://fr.indeed.com/viewjob?jk=d6c407805c0ab0d5,2026-04-24,2026-04-25T08:22:11.896476+00:00,"Job Description:
**We are looking for our next Internal Control Analyst intern as of 30****th** **of June 2026 and for 6 months at our AXA Headquarters!** **Location : 25 avenue Matignon, 8th arrondissement Paris.**  

At AXA, we work together every day for human progress by protecting what matters.",indeed,internship,6 months,,0.45,new
bc10434d5b8ff9b3,Stage Contrôle de Gestion (H/F),Red Bull,"Paris, A8, FR",https://fr.indeed.com/viewjob?jk=1433b19737090601,2026-04-24,2026-04-25T08:22:11.896565+00:00,"**Description de l'entreprise**  

Dans un business en forte croissance, le/la **Stagiaire Sales Controller** vient renforcer l’équipe Contrôle de Gestion. Le/la stagiaire sera amené(e) à réaliser des tâches opérationnelles : clôture mensuelle, mise à jour de reporting…


Les missions auront aussi u",indeed,internship,,,0.35,new
2169b414bd44a92b,Stage - Opérations et Stratégie analyste (x/f/m) - Juillet 2026,Doctolib,"Paris, A8, FR",https://fr.indeed.com/viewjob?jk=238bcc29b74d1c2f,2026-04-24,2026-04-25T08:22:11.896573+00:00,"Chez Doctolib, l'équipe Sales \& Customer Care Opérations est chargée d'optimiser l'efficacité de l'ensemble de nos équipes commerciales, support et account management tout en maintenant un niveau élevé de motivation, de dynamisme et de passion. Composée de plus de 30 personnes, elle est responsable",indeed,internship,,,0.35,new
