id,title,company,location,url,date_posted,date_scraped,description_snippet,source,job_type,duration,department,relevance_score,status
d0eafb87d527fadc,"Sales Specialist, Credit & Risk Solutions",S&P Global,"London, ENG, GB",https://uk.indeed.com/viewjob?jk=19968a4392e20e1a,2026-05-04,2026-05-04T09:30:26.140083+00:00,"**Sales Specialist, Credit \& Risk Solutions**
==============================================


* London, United Kingdom
* Sales
* 328260
**Job Description**
-------------------

  

  

**About the Role:**
===================


**Grade Level (for internal use):**


11
**The Team:**


The Risk \& Va",indeed,internship,,,0.7,new
67a28a5638bd6e01,Founding Sales,Licorne Society,"Paris, A8, FR",https://fr.indeed.com/viewjob?jk=a6eb621993de9472,2026-05-03,2026-05-04T09:30:26.140134+00:00,"Licorne Society a été missionné par une startup en pleine croissance pour les aider à trouver leur Founding Sales \- SaaS à destination des équipes Achats \- Paris  

  

**Rejoins les et construis la machine commerciale d’une startup B2B SaaS en hyper\-traction.**

* **Localisation :** Paris (Châte",indeed,internship,,,0.65,new
1e78f9f8f0d68b6c,Founding Sales,Leonar,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4408658065,nan,2026-05-04T09:30:26.140152+00:00,nan,linkedin,internship,,,0.65,new
2f8ae64f38bf43d4,SALES DEVELOPEMENT REPRESENTATIVE,STATION F,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4408366674,nan,2026-05-04T09:30:26.140165+00:00,nan,linkedin,internship,,,0.65,new
3c19565853a8cf1d,Sales Representative,Strive Collective,"London, England, UK",https://www.linkedin.com/jobs/view/4407204061,2026-05-01,2026-05-04T09:30:26.140189+00:00,nan,linkedin,internship,,,0.65,new
7950637f974ca1e4,Internship - Sales Development Representative (Buyer),Zefir,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4410031256,nan,2026-05-04T09:30:26.140199+00:00,nan,linkedin,internship,,,0.65,new
7bb802a0b9fb5a2e,Cash Equity German Institutional Sales,Optiver,"London, England, UK",https://www.linkedin.com/jobs/view/4407739542,nan,2026-05-04T09:30:26.140213+00:00,nan,linkedin,internship,,,0.65,new
00d9508d4f106fa1,Europe Sales Manager (Energy & Data),nan,"Home Office, DE",https://de.indeed.com/viewjob?jk=452c70f5c6dac9b7,2026-05-04,2026-05-04T09:30:26.140230+00:00,"We’re Betastack.ai, a Dubai\-based company building a market data platform focused on energy analytics and complex time\-series data. Our product is actively used in Turkey, and we’re now expanding into Europe.

We’re looking for an experienced sales professional to help us grow commercially in the ",indeed,internship,,,0.55,new
db897b12bdcac477,Junior Sales Engineer – Germany (RIS/PACS),EDL Energy,"Bochum, NW, DE",https://de.indeed.com/viewjob?jk=92c96dd8c28fc98d,2026-01-21,2026-05-04T09:30:26.140240+00:00,"**About EDL**



EDL is a leading European software provider in Radiology Information Systems (RIS), Picture Archiving and Communication Systems (PACS), Teleradiology, Nuclear Medicine, and AI\-driven imaging solutions. With 160 employees and €30M revenue in 2025, EDL is the market leader in France ",indeed,internship,,,0.55,new
e7735de2235b0443,Co-Founder / Sales Lead (m/f/d),QualityMax,,https://www.linkedin.com/jobs/view/4407706853,nan,2026-05-04T09:30:26.140256+00:00,nan,linkedin,internship,,,0.55,new
