id,title,company,location,url,date_posted,date_scraped,description_snippet,source,job_type,duration,department,relevance_score,status
b9dca3c09a82f2e2,Stage - Flow Rates Euro Trading (f/m/d),HSBC,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4410050351,nan,2026-05-05T09:21:50.937503+00:00,nan,linkedin,internship,,,0.7,new
86b9a0ac238a8190,Stage - 6 mois - Assistant Structuration FX F/H,Natixis Corporate & Investment Banking,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4408114005,nan,2026-05-05T09:21:50.937529+00:00,nan,linkedin,internship,,,0.7,new
8a7d74168783ecfb,FX Sales Associate,Ebury,"Frankfurt (Oder), BB, DE",https://de.indeed.com/viewjob?jk=eec95bd92a1af4ce,2026-05-04,2026-05-05T09:21:50.937552+00:00,"Ebury helps ambitious businesses unlock global growth, and we take the same approach with our people. We encourage innovation and movement, collaboration and problem\-solving, and foster an environment where everyone can feel they belong, are valued, supported and empowered to succeed.



If you're ",indeed,internship,,,0.68,new
576ae351dc4380c9,Intern Sales & Client Success (m/f/x),CRX Markets AG,"Frankfurt am Main, HE, DE",https://de.indeed.com/viewjob?jk=da36516d3bf216fa,2026-05-04,2026-05-05T09:21:50.937564+00:00,"CRX Markets operates as the leading global marketplace for working capital financing, connecting corporates and financing partners for competitive, market\-driven solutions on both sides of the balance sheet. Trusted by leading companies including BASF, Mercedes\-Benz, Nestlé, and Lufthansa, we enab",indeed,internship,,,0.68,new
07e037bcdc373e48,Intern Sales & Client Success (m/f/x),CRX Markets AG,"Frankfurt am Main, HE, DE",https://de.indeed.com/viewjob?jk=3f6b2f44212cb0ee,2026-05-04,2026-05-05T09:21:50.937578+00:00,"CRX Markets operates as the leading global marketplace for working capital financing, connecting corporates and financing partners for competitive, market\-driven solutions on both sides of the balance sheet. Trusted by leading companies including BASF, Mercedes\-Benz, Nestlé, and Lufthansa, we enab",indeed,internship,,,0.68,new
6b8c749e3e67c5d8,Ecommerce Trading Internship,MUJI Finland Oy,"London, England, UK",https://www.linkedin.com/jobs/view/4408120070,nan,2026-05-05T09:21:50.937596+00:00,nan,linkedin,internship,,,0.65,new
694a89b72b255ec1,2026 UK Business Risk Management Summer Internship,targetjobs UK,"London, England, UK",https://www.linkedin.com/jobs/view/4408953399,nan,2026-05-05T09:21:50.937607+00:00,nan,linkedin,internship,,,0.65,new
bf4324732e3cf1fc,Stage Assistant Sales - Global Payments Solutions (f/m/d),HSBC,"Paris, A8, FR",https://fr.indeed.com/viewjob?jk=2c03fa6fb38f89f6,2026-05-04,2026-05-05T09:21:50.937617+00:00,"HSBC : notre mission est de créer un « **monde d’opportunités** ». Nous encourageons nos collaborateurs à partager leurs compétences et insuffler un changement positif pour la société. En outre, nous abordons nos activités à travers le prisme de l’inclusion et de l’accessibilité.

  

HSBC en France",indeed,internship,,,0.65,new
951b26165f34abb0,Stage Assistant Sales - Global Payments Solutions (f/m/d),HSBC,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4408681788,nan,2026-05-05T09:21:50.937634+00:00,nan,linkedin,internship,,,0.65,new
5a15f82aac72e7e1,AI Solutions Architect- Post-Sales (UK),HiddenLayer,"London, ENG, GB",https://uk.indeed.com/viewjob?jk=861440c90e1cb54b,2026-05-04,2026-05-05T09:21:50.937650+00:00,"AI SOLUTIONS ARCHITECT POST\-SALES



Remote


**ABOUT THE ROLE:**



We are seeking a motivated **Solutions Architect Post\-Sales** to join our customer success team, specializing in the AI security space. As a post\-sales Solutions Architect, you will be instrumental in ensuring the successful dep",indeed,internship,,,0.65,new
bb18167af3e87904,"Territory Sales Manager (A&D, Specification Consultant)",MillerKnoll,"London, England, UK",https://www.linkedin.com/jobs/view/4408680411,nan,2026-05-05T09:21:50.937670+00:00,nan,linkedin,internship,,,0.65,new
c76d797e99617327,Sales Development Representative - (French Speaking) - 100% remote - Europe,Hostaway,"London, England, UK",https://www.linkedin.com/jobs/view/4407840636,nan,2026-05-05T09:21:50.937681+00:00,nan,linkedin,internship,,,0.65,new
363d449e51ffc412,SALES DEVELOPMENT REPRESENTATIVE - INTERNSHIP (F/M/X),STATION F,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4408955055,nan,2026-05-05T09:21:50.937711+00:00,nan,linkedin,internship,,,0.65,new
48d5c1ec22ddf7c7,Institutional Sales Intern,Fidelity International,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4410521869,nan,2026-05-05T09:21:50.937721+00:00,nan,linkedin,internship,,,0.65,new
2dcc60aba1c2c1ff,"Sales Internship, Summer 2026 - Nordics Speaker (2027 Graduates)",targetjobs UK,"London, England, UK",https://www.linkedin.com/jobs/view/4408368782,2026-05-03,2026-05-05T09:21:50.937733+00:00,nan,linkedin,internship,,,0.65,new
ec94d9be8a966d5f,"Sales Internship, Summer 2026 - Dutch Speaker (2027 Graduates)",targetjobs UK,"London, England, UK",https://www.linkedin.com/jobs/view/4408950745,nan,2026-05-05T09:21:50.937746+00:00,nan,linkedin,internship,,,0.65,new
